Student_ID,Student_Name,Mathematics,Physics,Chemistry,Computer_Science,English,Statistics,Average,Category
S0631,Xena Stewart,70.8,85.8,67.4,70.5,72.3,77.8,74.1,Above Average
S0632,Grace Adams,50.1,65.1,55.3,45.4,58.6,53.0,54.58,Below Average
S0633,Glen Evans,79.0,78.7,87.7,63.7,85.3,67.2,76.93,Above Average
S0634,Eva Nelson,91.3,90.3,88.1,79.0,78.3,92.9,86.65,Above Average
S0635,George Kim,63.3,64.2,62.6,62.4,59.2,45.9,59.6,Below Average
S0636,Paul Turner,80.9,83.6,80.9,78.1,73.0,67.9,77.4,Above Average
S0637,Bella Phillips,65.7,76.5,87.2,91.8,84.2,67.2,78.77,Above Average
S0638,Laura Parker,55.9,68.1,67.9,61.3,68.7,64.9,64.47,Below Average
S0639,Grace Morris,67.4,73.3,86.5,78.2,77.1,86.9,78.23,Above Average
S0640,Oscar Rivera,53.6,49.1,54.9,57.1,41.0,55.8,51.92,Below Average
S0641,Mia Harris,61.3,51.6,60.1,61.2,85.7,46.8,61.12,Below Average
S0642,Wendy Lee,76.1,80.2,70.1,84.6,87.3,83.3,80.27,Above Average
S0643,Glen Turner,72.4,51.8,64.3,77.5,76.6,80.8,70.57,Above Average
S0644,Laura Wright,65.6,65.5,67.4,79.2,75.7,79.3,72.12,Above Average
S0645,Isla Jackson,45.0,45.0,56.7,46.4,66.1,51.1,51.72,Below Average
S0646,Priya Smith,83.6,86.4,61.4,55.1,76.2,76.6,73.22,Above Average
S0647,Eli Adams,78.9,96.6,81.8,78.5,88.9,89.9,85.77,Above Average
S0648,Olivia Anderson,60.4,61.7,48.3,61.5,59.8,55.1,57.8,Below Average
S0649,Irene Roberts,68.3,78.2,71.4,62.1,77.0,72.4,71.57,Above Average
S0650,Hannah Cox,84.7,69.4,67.7,71.5,73.5,68.6,72.57,Above Average
S0651,Ethan Edwards,50.1,80.4,75.7,72.5,63.8,77.3,69.97,Below Average
S0652,Yusuf Johnson,66.2,77.4,62.8,78.1,57.7,85.3,71.25,Above Average
S0653,Aaron Clark,73.3,83.0,65.0,69.7,61.0,79.6,71.93,Above Average
S0654,Karen Phillips,100,84.9,81.2,66.7,76.4,80.3,81.58,Above Average
S0655,George Martinez,72.6,82.1,82.6,78.6,76.7,81.5,79.02,Above Average
S0656,Laura Morgan,81.9,83.9,79.0,71.0,74.0,68.0,76.3,Above Average
S0657,Aaron Perez,73.5,83.0,81.4,83.4,77.2,53.7,75.37,Above Average
S0658,Yusuf King,73.6,81.6,69.4,68.8,72.2,65.6,71.87,Above Average
S0659,Priya Thompson,68.2,76.2,79.2,68.0,84.8,72.4,74.8,Above Average
S0660,Ethan Thompson,67.1,70.0,75.5,58.6,45.8,61.0,63.0,Below Average
S0661,Hannah Morris,76.2,69.9,75.8,83.4,68.1,73.5,74.48,Above Average
S0662,Rachel Robinson,66.2,58.4,56.5,59.7,61.5,58.9,60.2,Below Average
S0663,Yusuf Jackson,52.6,61.0,53.8,55.1,54.2,61.6,56.38,Below Average
S0664,Hannah Kim,74.2,70.3,76.2,71.1,88.0,79.5,76.55,Above Average
S0665,David Parker,46.7,70.2,55.9,58.3,55.5,62.0,58.1,Below Average
S0666,Ryan Bell,75.4,61.0,83.7,63.5,65.0,61.3,68.32,Below Average
S0667,Diana Stewart,83.3,93.5,84.8,72.3,95.4,88.6,86.32,Above Average
S0668,Karen Murphy,73.9,67.7,56.1,66.3,80.0,68.8,68.8,Below Average
S0669,Fiona Gray,83.3,73.3,72.6,67.4,73.5,72.8,73.82,Above Average
S0670,Chris Reed,68.1,70.4,79.9,73.8,68.5,66.7,71.23,Above Average
S0671,Fiona Davis,71.4,79.5,73.6,75.9,77.5,71.2,74.85,Above Average
S0672,Uma Murphy,64.1,73.2,80.4,61.1,74.9,62.9,69.43,Below Average
S0673,Alice King,89.0,82.9,94.4,100,90.2,89.9,91.07,Above Average
S0674,Oscar Collins,69.3,66.3,64.1,60.2,47.7,64.4,62.0,Below Average
S0675,Priya Jackson,75.5,69.6,77.0,67.8,57.5,68.4,69.3,Below Average
S0676,Frank Ward,55.0,54.1,67.1,67.8,61.7,53.2,59.82,Below Average
S0677,Fiona King,89.7,82.3,95.1,90.2,78.3,88.0,87.27,Above Average
S0678,David Hall,72.5,69.6,82.6,81.7,67.5,64.2,73.02,Above Average
S0679,Sofia Howard,73.6,60.8,68.1,81.1,77.8,71.7,72.18,Above Average
S0680,Holly Evans,72.8,64.4,64.2,64.4,67.4,63.0,66.03,Below Average
S0681,Zara Kim,66.3,52.5,56.9,72.3,70.7,66.7,64.23,Below Average
S0682,Aaron Jackson,50.9,70.5,75.9,62.6,54.1,83.4,66.23,Below Average
S0683,Kevin Roberts,98.4,90.5,73.7,80.8,82.9,90.1,86.07,Above Average
S0684,Aiden Taylor,73.2,67.0,59.7,83.4,80.1,77.5,73.48,Above Average
S0685,Demi Edwards,47.2,65.4,57.1,61.2,56.4,66.0,58.88,Below Average
S0686,Faith Clark,68.7,88.6,83.0,69.1,84.4,92.3,81.02,Above Average
S0687,Aiden Garcia,83.1,92.1,88.4,67.6,87.3,77.5,82.67,Above Average
S0688,Wendy Scott,62.8,57.1,64.2,63.6,63.2,61.3,62.03,Below Average
S0689,Xena Roberts,58.2,54.8,54.7,62.3,59.9,67.7,59.6,Below Average
S0690,Holly Nelson,85.9,90.7,93.0,89.4,87.0,94.8,90.13,Above Average
S0691,Quinn Hall,42.0,49.7,54.4,62.7,56.5,54.3,53.27,Below Average
S0692,Eva Torres,75.2,83.1,67.1,70.4,74.1,57.3,71.2,Above Average
S0693,Olivia Murphy,82.3,79.3,86.9,83.9,94.7,88.1,85.87,Above Average
S0694,David Ward,74.0,81.3,75.2,75.9,72.9,85.4,77.45,Above Average
S0695,Mia Edwards,70.9,65.0,67.8,60.1,63.3,72.9,66.67,Below Average
S0696,Xena Hall,81.9,87.2,88.5,92.5,97.3,75.6,87.17,Above Average
S0697,Kevin Turner,72.4,80.9,67.9,85.8,74.8,78.5,76.72,Above Average
S0698,Vera Green,63.2,57.7,58.8,73.0,72.0,57.0,63.62,Below Average
S0699,Kevin Torres,98.7,100,100,98.2,95.9,89.0,96.97,Above Average
S0700,Aaron Rogers,73.1,61.4,69.9,79.5,82.3,70.3,72.75,Above Average
S0701,Isla Allen,78.2,74.8,72.0,62.9,78.8,75.4,73.68,Above Average
S0702,Diana Murphy,64.5,66.0,62.9,71.4,47.8,47.6,60.03,Below Average
S0703,Alice Howard,58.1,60.2,54.6,59.9,76.6,60.2,61.6,Below Average
S0704,Kevin Bailey,59.6,68.1,51.1,51.4,65.1,52.4,57.95,Below Average
S0705,Holly Morris,71.4,62.8,75.4,76.8,71.4,62.0,69.97,Below Average
S0706,Julia Reed,57.6,52.6,51.9,65.5,49.2,46.4,53.87,Below Average
S0707,Xena Campbell,75.9,85.2,71.4,77.6,100,76.5,81.1,Above Average
S0708,David Martinez,65.6,78.0,56.7,71.6,62.0,73.6,67.92,Below Average
S0709,Beth Roberts,77.4,74.5,91.4,74.9,61.9,86.5,77.77,Above Average
S0710,Faith Adams,73.6,71.0,75.5,85.0,71.1,69.0,74.2,Above Average
S0711,Henry Rogers,79.8,81.7,95.0,84.3,77.3,68.5,81.1,Above Average
S0712,Ethan Allen,35.2,53.0,51.8,47.4,60.9,48.7,49.5,Below Average
S0713,Carl Perez,57.9,58.1,74.0,59.5,73.9,59.4,63.8,Below Average
S0714,Tina Phillips,59.8,60.6,53.2,55.7,29.1,52.3,51.78,Below Average
S0715,David Davis,71.0,73.1,79.7,62.5,57.6,79.1,70.5,Above Average
S0716,Paul Wilson,74.9,69.9,72.5,72.6,72.3,77.6,73.3,Above Average
S0717,Uma Allen,86.8,89.6,78.3,81.1,81.1,92.3,84.87,Above Average
S0718,James Adams,67.6,61.3,73.3,61.5,51.8,62.8,63.05,Below Average
S0719,James Bell,86.3,93.8,95.8,94.8,82.8,82.7,89.37,Above Average
S0720,Isla Morris,47.4,51.8,41.4,62.8,50.6,55.1,51.52,Below Average
S0721,Olivia Bailey,78.4,90.8,82.3,69.7,84.9,89.1,82.53,Above Average
S0722,Mia Carter,75.0,89.4,95.9,73.4,76.6,83.0,82.22,Above Average
S0723,Demi Green,69.7,62.5,71.4,80.2,61.8,75.1,70.12,Above Average
S0724,Chris Morgan,96.5,81.5,78.6,96.2,90.4,80.6,87.3,Above Average
S0725,Glen Scott,90.4,86.9,85.0,66.3,84.8,85.2,83.1,Above Average
S0726,Laura Bell,71.0,72.3,67.5,66.7,75.7,79.6,72.13,Above Average
S0727,Kevin Bell,76.2,82.2,73.1,64.0,79.8,75.5,75.13,Above Average
S0728,Will Adams,89.3,100,90.9,92.6,79.9,78.3,88.5,Above Average
S0729,Henry Collins,61.3,74.5,82.8,65.8,65.5,67.9,69.63,Below Average
S0730,Eva Parker,57.8,47.5,43.3,51.6,51.8,51.5,50.58,Below Average
S0731,Tom Cooper,89.1,68.8,75.5,84.0,84.9,75.6,79.65,Above Average
S0732,Rachel Young,78.9,100,90.2,99.5,75.9,90.8,89.22,Above Average
S0733,Yusuf Edwards,77.4,74.3,64.2,84.6,63.4,71.5,72.57,Above Average
S0734,Sofia Rogers,61.3,59.4,49.6,55.5,72.3,63.5,60.27,Below Average
S0735,Xander Murphy,61.8,64.3,59.1,64.3,65.8,67.5,63.8,Below Average
S0736,Demi Roberts,92.8,83.6,98.4,87.8,99.1,93.7,92.57,Above Average
S0737,Isla Gray,83.8,81.5,79.0,60.9,91.5,62.1,76.47,Above Average
S0738,Liam Reed,62.9,79.8,70.5,70.2,63.2,55.9,67.08,Below Average
S0739,Tina Thomas,100,68.4,86.6,81.6,81.4,72.0,81.67,Above Average
S0740,Mia Kim,84.8,75.7,65.8,68.3,75.3,72.0,73.65,Above Average
S0741,Tina Stewart,77.6,85.1,85.0,72.8,74.6,76.5,78.6,Above Average
S0742,Jack Cox,69.3,63.0,62.9,65.9,78.0,58.4,66.25,Below Average
S0743,Nina Garcia,67.4,73.2,55.2,55.0,65.2,72.3,64.72,Below Average
S0744,Alice Cook,74.9,73.6,57.8,70.0,63.2,78.3,69.63,Below Average
S0745,Chris Morris,78.0,74.5,85.5,80.6,84.9,96.9,83.4,Above Average
S0746,Henry Perez,100,100,91.7,84.8,100,96.4,95.48,Above Average
S0747,Sam Adams,59.5,72.2,62.3,57.4,61.4,66.8,63.27,Below Average
S0748,Ethan Morris,65.0,66.8,60.4,55.3,58.1,71.8,62.9,Below Average
S0749,Sofia Lee,86.3,73.3,60.1,79.9,63.9,84.5,74.67,Above Average
S0750,Mia Parker,86.5,75.2,82.9,90.3,68.3,82.0,80.87,Above Average
S0751,Laura Robinson,58.5,79.9,70.2,63.1,55.9,82.4,68.33,Below Average
S0752,Jack Murphy,67.0,72.0,65.1,71.3,72.7,70.2,69.72,Below Average
S0753,Carl Martinez,69.2,73.9,79.0,66.0,75.2,59.5,70.47,Above Average
S0754,Hannah Murphy,48.9,58.3,55.3,66.9,47.8,57.5,55.78,Below Average
S0755,Aaron Howard,69.4,72.0,45.4,72.7,67.1,54.9,63.58,Below Average
S0756,Carol White,84.5,89.8,82.3,62.9,83.6,86.5,81.6,Above Average
S0757,Yara Carter,63.0,63.2,74.0,64.6,71.2,69.1,67.52,Below Average
S0758,David Wright,68.4,80.0,60.7,77.7,70.0,62.8,69.93,Below Average
S0759,David Smith,64.4,57.0,77.5,54.9,59.8,61.2,62.47,Below Average
S0760,Wendy Brown,60.5,58.6,57.3,55.1,66.2,62.1,59.97,Below Average
S0761,Tina Wilson,72.1,66.7,78.6,77.5,62.9,75.9,72.28,Above Average
S0762,Laura Smith,74.3,65.8,58.5,73.1,67.8,63.1,67.1,Below Average
S0763,Sofia Harris,72.8,65.4,57.5,59.0,59.7,56.1,61.75,Below Average
S0764,Demi Bailey,91.4,84.6,78.9,83.6,74.4,87.5,83.4,Above Average
S0765,Aaron Martin,36.4,48.5,40.3,45.2,47.1,41.6,43.18,Below Average
S0766,Bella Harris,64.2,68.6,70.3,57.5,62.4,77.2,66.7,Below Average
S0767,Uma Jackson,67.3,52.3,63.0,48.4,59.3,57.5,57.97,Below Average
S0768,Fiona Harris,53.7,49.0,67.4,59.2,52.2,50.5,55.33,Below Average
S0769,Demi Murphy,85.0,95.0,92.6,98.1,100,96.2,94.48,Above Average
S0770,Xena Lewis,96.4,85.0,100,78.3,81.5,80.3,86.92,Above Average
S0771,Rachel Cooper,75.0,68.1,64.9,70.7,74.9,84.4,73.0,Above Average
S0772,Bella Green,74.4,74.0,78.0,79.4,75.0,90.1,78.48,Above Average
S0773,Ryan Turner,96.5,91.5,80.4,98.3,84.5,91.9,90.52,Above Average
S0774,Eli Martinez,86.8,75.4,72.5,89.1,96.3,90.5,85.1,Above Average
S0775,Vera Richardson,78.7,73.9,57.2,60.8,73.6,93.3,72.92,Above Average
S0776,Quinn Carter,67.8,59.4,73.8,73.4,58.3,72.7,67.57,Below Average
S0777,Yara Rivera,66.0,68.0,74.0,81.5,90.8,66.2,74.42,Above Average
S0778,Laura Brown,67.7,75.9,82.0,73.2,64.7,81.0,74.08,Above Average
S0779,Rachel Ward,69.1,65.9,74.6,69.3,84.2,75.2,73.05,Above Average
S0780,Will Stewart,71.0,67.7,80.6,64.3,70.1,78.1,71.97,Above Average
S0781,Oscar Rogers,68.8,69.3,68.9,62.7,51.5,64.5,64.28,Below Average
S0782,Holly Thompson,59.7,83.4,65.8,58.8,68.6,61.9,66.37,Below Average
S0783,Uma Ward,67.9,80.1,72.4,90.8,85.3,65.5,77.0,Above Average
S0784,Irene Richardson,68.9,80.3,76.2,71.2,76.3,78.3,75.2,Above Average
S0785,Eva Allen,61.1,48.2,52.8,50.4,42.2,51.7,51.07,Below Average
S0786,Chris Bailey,65.7,65.6,68.2,72.6,62.6,64.3,66.5,Below Average
S0787,Carl Collins,58.5,68.3,60.9,70.1,82.2,73.3,68.88,Below Average
S0788,Beth Walker,64.3,57.6,58.4,65.3,76.4,49.2,61.87,Below Average
S0789,Faith Phillips,95.9,86.9,71.3,64.5,64.2,81.9,77.45,Above Average
S0790,Tom Cox,74.7,77.8,65.1,73.4,77.2,74.8,73.83,Above Average
S0791,James Phillips,94.7,69.6,93.3,74.7,89.6,95.4,86.22,Above Average
S0792,Mia Howard,87.3,79.1,84.7,77.0,79.9,87.1,82.52,Above Average
S0793,Noah Cooper,80.1,61.1,72.3,72.3,73.5,67.5,71.13,Above Average
S0794,Holly Garcia,80.3,97.5,87.5,88.9,93.3,93.8,90.22,Above Average
S0795,Uma Green,65.1,73.5,72.8,68.3,76.3,93.9,74.98,Above Average
S0796,James Stewart,60.4,47.7,49.8,47.4,49.6,61.0,52.65,Below Average
S0797,Tina Wright,65.2,70.8,67.5,71.1,73.4,61.7,68.28,Below Average
S0798,Diana Thomas,83.1,79.2,66.8,75.0,63.9,92.9,76.82,Above Average
S0799,Fiona Howard,80.5,76.2,88.1,86.7,78.0,90.4,83.32,Above Average
S0800,Hannah Walker,43.5,49.8,47.2,38.7,57.6,44.8,46.93,Below Average
S0801,Irene Stewart,57.0,64.6,66.0,67.2,71.8,68.2,65.8,Below Average
S0802,Henry Torres,85.6,82.5,75.7,93.4,74.2,84.4,82.63,Above Average
S0803,Demi Cook,73.1,89.5,85.1,78.2,80.5,69.8,79.37,Above Average
S0804,Glen Stewart,62.4,66.0,81.1,69.7,64.0,67.9,68.52,Below Average
S0805,Yusuf Carter,45.9,72.8,62.8,57.5,53.6,44.3,56.15,Below Average
S0806,Carl Walker,58.0,58.8,61.8,45.9,37.0,61.8,53.88,Below Average
S0807,Mike Stewart,98.8,87.1,81.7,92.1,100,96.0,92.62,Above Average
S0808,Kevin Thomas,42.6,44.5,37.6,36.4,44.9,43.0,41.5,Below Average
S0809,James Parker,68.6,72.2,81.7,65.4,60.5,66.0,69.07,Below Average
S0810,Yusuf Wright,63.4,79.3,64.0,62.9,57.8,66.8,65.7,Below Average
S0811,Aaron Peterson,76.6,73.3,74.0,70.0,56.9,48.7,66.58,Below Average
S0812,Ethan Robinson,65.9,70.4,74.2,59.0,67.2,68.0,67.45,Below Average
S0813,Bella Lee,84.5,77.1,83.9,80.8,78.3,71.4,79.33,Above Average
S0814,Hannah Lee,70.3,80.8,80.1,67.5,75.0,75.9,74.93,Above Average
S0815,Glen Lewis,71.8,79.2,82.3,82.1,81.1,86.5,80.5,Above Average
S0816,Ryan Cook,74.3,77.3,79.8,83.2,76.0,79.8,78.4,Above Average
S0817,Ryan Adams,79.8,72.7,77.3,80.1,70.6,67.7,74.7,Above Average
S0818,Ryan Baker,60.6,60.7,81.0,61.7,67.1,69.8,66.82,Below Average
S0819,Will Parker,82.9,69.6,71.6,69.9,71.8,66.0,71.97,Above Average
S0820,Zane Howard,53.7,49.9,59.9,54.2,65.2,50.7,55.6,Below Average
S0821,Tom Morris,86.8,90.7,86.3,93.0,93.4,94.5,90.78,Above Average
S0822,Mia Cox,64.1,56.6,58.7,59.8,63.7,41.8,57.45,Below Average
S0823,Frank Lewis,68.3,69.3,74.7,83.6,65.3,64.2,70.9,Above Average
S0824,Bob Howard,71.0,78.5,72.5,91.1,71.1,81.2,77.57,Above Average
S0825,Grace Edwards,72.4,71.3,84.1,67.9,73.2,81.5,75.07,Above Average
S0826,Zane Carter,59.2,70.9,87.9,65.1,75.9,67.7,71.12,Above Average
S0827,David Perez,88.9,81.6,85.5,77.6,74.1,95.9,83.93,Above Average
S0828,Priya Allen,75.1,86.0,90.0,94.2,74.8,84.9,84.17,Above Average
S0829,George Martin,50.1,70.3,49.1,54.5,47.7,66.0,56.28,Below Average
S0830,Yara Scott,65.1,48.7,57.7,44.9,63.9,44.4,54.12,Below Average
S0831,Nina Harris,81.0,65.9,64.3,71.4,78.3,74.6,72.58,Above Average
S0832,Fiona Lewis,80.4,89.5,86.9,79.3,78.6,91.4,84.35,Above Average
S0833,Liam Cooper,73.7,83.6,74.2,85.3,84.8,72.5,79.02,Above Average
S0834,Victor Bailey,65.2,68.7,71.3,62.4,73.9,76.7,69.7,Below Average
S0835,George Parker,51.9,70.6,59.1,48.1,67.0,65.8,60.42,Below Average
S0836,Zara Cox,89.7,70.8,79.3,76.6,64.6,63.9,74.15,Above Average
S0837,Holly Young,83.0,68.6,80.9,77.1,73.9,73.2,76.12,Above Average
S0838,Isla Wilson,68.3,56.4,51.5,70.3,63.8,77.9,64.7,Below Average
S0839,Victor Clark,66.8,57.6,76.6,59.4,76.0,74.7,68.52,Below Average
S0840,Aiden Bailey,90.3,100,81.3,92.6,73.2,92.4,88.3,Above Average
S0841,Xander Smith,57.6,50.8,43.3,59.3,55.8,41.5,51.38,Below Average
S0842,Bella Brown,82.2,85.3,88.0,81.8,64.3,74.0,79.27,Above Average
S0843,Uma Rivera,56.0,61.9,72.0,60.0,55.0,59.8,60.78,Below Average
S0844,Holly Allen,97.1,91.0,72.9,87.5,88.0,82.4,86.48,Above Average
S0845,Noah Ward,47.8,44.5,41.6,62.3,42.6,47.3,47.68,Below Average
S0846,Tina Lee,83.5,78.2,74.4,63.5,93.9,94.2,81.28,Above Average
S0847,Sam Harris,90.3,71.4,82.9,85.7,86.3,87.8,84.07,Above Average
S0848,Paul Richardson,58.6,43.9,60.5,56.3,63.8,59.4,57.08,Below Average
S0849,Oscar Mitchell,71.7,67.3,66.4,65.8,82.2,47.9,66.88,Below Average
S0850,Laura Phillips,77.8,63.6,74.1,68.6,82.6,88.6,75.88,Above Average
S0851,Beth Reed,64.1,56.7,75.2,73.7,72.0,71.0,68.78,Below Average
S0852,Diana Kim,96.6,98.2,88.5,93.3,87.7,93.4,92.95,Above Average
S0853,Sofia Perez,65.3,62.3,43.5,49.6,53.7,71.6,57.67,Below Average
S0854,James Carter,70.6,63.3,76.5,79.7,62.8,72.4,70.88,Above Average
S0855,Uma Mitchell,72.9,78.0,84.7,75.5,56.7,62.5,71.72,Above Average
S0856,Mike Cox,90.2,95.8,91.6,92.6,98.0,100,94.7,Above Average
S0857,Xander Lewis,73.1,79.9,82.2,54.6,80.1,69.0,73.15,Above Average
S0858,Will Carter,91.3,81.3,83.4,82.2,74.4,82.0,82.43,Above Average
S0859,Chris Torres,72.5,73.5,52.8,68.8,69.1,57.0,65.62,Below Average
S0860,Jack Howard,56.2,53.2,48.7,48.7,43.6,67.8,53.03,Below Average
S0861,Victor Roberts,92.5,83.1,91.4,93.2,91.7,100,91.98,Above Average
S0862,Yusuf Reed,70.5,85.4,72.5,72.0,84.2,71.8,76.07,Above Average
S0863,Xena Brown,83.5,86.1,76.6,97.7,87.4,66.0,82.88,Above Average
S0864,Noah Garcia,73.2,52.5,62.9,64.3,59.0,64.4,62.72,Below Average
S0865,Laura White,45.1,41.4,48.3,53.8,45.5,41.5,45.93,Below Average
S0866,Grace Roberts,77.7,79.4,75.4,79.0,72.7,83.2,77.9,Above Average
S0867,Nina Walker,91.4,78.8,83.4,90.5,93.1,79.0,86.03,Above Average
S0868,Glen Wilson,100,99.9,93.2,94.6,88.5,97.5,95.62,Above Average
S0869,James Wilson,77.7,67.9,69.8,81.9,72.8,72.1,73.7,Above Average
S0870,Zara Thomas,68.0,78.5,80.6,76.5,76.8,90.9,78.55,Above Average
S0871,Xander Roberts,91.6,84.7,90.9,100,88.2,100,92.57,Above Average
S0872,Carl Evans,66.9,92.8,90.7,72.1,61.4,73.3,76.2,Above Average
S0873,Yara Allen,71.9,80.1,71.1,81.8,84.9,79.7,78.25,Above Average
S0874,Vera Turner,90.6,74.1,76.5,83.4,79.5,58.5,77.1,Above Average
S0875,James Hall,33.1,48.2,43.7,46.2,43.9,54.8,44.98,Below Average
S0876,Victor Smith,100,95.8,100,92.9,99.1,98.0,97.63,Above Average
S0877,Julia Torres,58.7,64.8,69.5,75.7,59.3,51.0,63.17,Below Average
S0878,Beth Stewart,62.0,67.3,73.6,64.5,59.5,61.2,64.68,Below Average
S0879,Diana Young,80.6,84.3,85.6,80.5,100,81.8,85.47,Above Average
S0880,Nina Edwards,71.9,88.1,77.0,85.3,71.8,81.0,79.18,Above Average
S0881,Glen Reed,64.5,74.7,83.8,57.0,79.6,61.3,70.15,Above Average
S0882,Julia Jackson,60.6,57.4,61.9,56.7,70.0,67.8,62.4,Below Average
S0883,Eva Thomas,81.4,72.4,80.7,72.1,65.9,60.2,72.12,Above Average
S0884,Ivan Evans,38.3,48.7,20.4,43.9,26.4,23.7,33.57,Below Average
S0885,David Cox,80.6,90.2,83.6,80.0,75.7,75.1,80.87,Above Average
S0886,Faith Cook,88.5,93.9,79.8,91.7,92.7,87.6,89.03,Above Average
S0887,Kevin Rivera,93.5,99.7,90.2,96.8,94.1,94.9,94.87,Above Average
S0888,Oscar Edwards,88.4,86.1,84.7,70.9,75.8,75.8,80.28,Above Average
S0889,Quinn Garcia,82.6,77.5,81.2,71.8,91.2,91.9,82.7,Above Average
S0890,Nina Baker,65.8,53.6,61.8,63.2,66.7,65.6,62.78,Below Average
S0891,Demi Rogers,79.4,85.3,73.5,74.2,88.4,88.8,81.6,Above Average
S0892,Sam Cox,76.6,81.7,79.3,73.4,69.7,72.4,75.52,Above Average
S0893,Alice Adams,65.6,64.2,48.5,46.0,72.0,57.9,59.03,Below Average
S0894,Victor Campbell,60.4,62.6,56.6,57.4,60.4,54.0,58.57,Below Average
S0895,Quinn Allen,61.2,49.4,57.1,55.9,52.3,51.8,54.62,Below Average
S0896,Priya Bell,77.3,92.1,79.5,82.7,73.2,86.0,81.8,Above Average
S0897,Sam Young,84.4,83.8,82.5,87.4,100,83.7,86.97,Above Average
S0898,Wendy Jackson,81.9,68.8,71.4,73.4,73.9,79.0,74.73,Above Average
S0899,Tom Adams,59.1,45.2,53.6,57.1,57.7,67.9,56.77,Below Average
S0900,Zara Peterson,88.7,84.7,88.9,83.4,84.6,94.4,87.45,Above Average
S0901,Paul Nelson,49.5,62.7,80.6,70.5,74.0,76.7,69.0,Below Average
S0902,Bob Turner,76.2,75.7,74.9,81.3,71.5,68.9,74.75,Above Average
S0903,Bob Jackson,79.1,84.0,66.0,68.9,83.0,75.1,76.02,Above Average
S0904,Carl Thompson,75.6,73.4,70.8,67.2,75.2,70.5,72.12,Above Average
S0905,Irene Harris,74.6,73.3,58.0,89.5,61.0,85.5,73.65,Above Average
S0906,Faith Reed,75.7,73.4,84.3,65.1,74.4,78.9,75.3,Above Average
S0907,Xander Walker,32.4,45.4,47.7,41.4,41.8,31.5,40.03,Below Average
S0908,Uma Garcia,80.8,72.0,78.2,56.1,83.7,64.0,72.47,Above Average
S0909,Frank Bailey,56.8,63.3,58.4,54.7,43.1,45.2,53.58,Below Average
S0910,Diana Anderson,67.8,78.2,66.9,59.3,64.9,71.4,68.08,Below Average
S0911,Zane Edwards,80.9,91.5,87.3,90.6,100,80.6,88.48,Above Average
S0912,Faith King,61.4,70.1,71.1,85.4,80.5,80.7,74.87,Above Average
S0913,Wendy Martin,55.9,54.3,54.6,52.4,62.1,62.7,57.0,Below Average
S0914,Yara Smith,64.6,67.4,57.5,56.2,75.5,69.7,65.15,Below Average
S0915,George Roberts,47.9,62.2,57.3,61.0,59.9,60.6,58.15,Below Average
S0916,Victor Thompson,74.8,93.5,77.0,73.7,71.8,52.4,73.87,Above Average
S0917,Demi Bell,59.0,67.9,82.5,67.4,76.1,88.1,73.5,Above Average
S0918,Beth Campbell,71.5,70.2,57.8,51.6,86.7,66.6,67.4,Below Average
S0919,Olivia Martin,65.2,71.7,81.2,62.1,67.7,73.5,70.23,Above Average
S0920,Demi Jackson,44.7,70.2,54.5,66.2,63.1,60.4,59.85,Below Average
S0921,Isla Phillips,74.3,78.5,69.8,75.1,72.9,80.5,75.18,Above Average
S0922,Xena Wright,85.5,72.3,81.2,94.6,82.6,83.6,83.3,Above Average
S0923,Isla Davis,94.3,85.0,92.0,100,92.6,91.9,92.63,Above Average
S0924,James Wright,86.7,82.5,72.4,80.6,90.5,76.7,81.57,Above Average
S0925,Sofia Turner,95.3,80.4,80.7,87.4,98.6,77.8,86.7,Above Average
S0926,Sam Stewart,68.6,76.0,76.5,78.2,69.2,92.9,76.9,Above Average
S0927,Zane Taylor,78.0,66.8,84.8,65.0,89.4,82.7,77.78,Above Average
S0928,Tina Green,100,84.6,100,100,93.4,100,96.33,Above Average
S0929,Uma Morris,65.6,72.9,63.7,69.1,54.5,64.4,65.03,Below Average
S0930,Kevin Ward,73.8,83.2,86.1,83.6,71.8,68.5,77.83,Above Average
S0931,Wendy Rogers,71.8,72.2,93.1,88.6,77.0,88.4,81.85,Above Average
S0932,Bella Adams,78.3,94.8,85.9,83.6,86.3,84.8,85.62,Above Average
S0933,Faith Howard,99.4,74.1,82.8,97.3,90.8,99.9,90.72,Above Average
S0934,Aiden Bell,32.1,48.3,60.2,58.6,57.6,49.8,51.1,Below Average
S0935,Quinn Harris,58.3,69.7,64.1,58.6,50.8,58.2,59.95,Below Average
S0936,Zane White,52.3,48.7,54.6,44.9,48.3,39.2,48.0,Below Average
S0937,Eva Lee,61.7,67.7,62.1,70.0,49.6,64.2,62.55,Below Average
S0938,Grace Anderson,71.3,83.5,71.5,76.0,75.0,62.0,73.22,Above Average
S0939,Jack Baker,71.1,78.4,69.3,69.3,78.8,74.3,73.53,Above Average
S0940,Priya Stewart,49.7,36.6,47.9,57.6,54.0,53.5,49.88,Below Average
S0941,Irene Garcia,69.9,72.8,70.3,73.0,65.3,70.0,70.22,Above Average
S0942,Olivia Ward,100,97.3,82.1,77.7,97.9,91.3,91.05,Above Average
S0943,Oscar Jackson,39.0,45.5,57.3,52.6,55.9,51.5,50.3,Below Average
S0944,Priya Walker,79.4,74.3,76.1,85.4,71.9,84.9,78.67,Above Average
S0945,Carol Martinez,75.9,82.3,71.9,93.9,80.5,85.9,81.73,Above Average
